index,ID,FILE,AUTHOR,TECHNIQUE,FORM,TYPE,SCHOOL,TIMELINE
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8328,8329,8329.jpg,-,Etching,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
28801,28802,28802.jpg,-,Oil on canvas,painting,landscape,Polish,1851-1900
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8329,8330,8330.jpg,-,Etching,graphics,other,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
8332,8333,8333.jpg,-,Drawing,graphics,genre,Polish,1751-1800
34985,34986,34986.jpg,-,Panel,painting,portrait,Polish,1501-1550
