ID,FILE,AUTHOR,TECHNIQUE,FORM,TYPE,SCHOOL,TIMELINE
41102,41102.jpg,-,Oil on canvas,painting,landscape,Dutch,1651-1700
41103,41103.jpg,-,Pen,painting,historical,Dutch,1651-1700
41104,41104.jpg,-,Pen,painting,landscape,Dutch,1651-1700
41105,41105.jpg,-,-,painting,historical,Dutch,1651-1700
41106,41106.jpg,-,-,painting,historical,Dutch,1651-1700
41107,41107.jpg,-,-,painting,historical,Dutch,1651-1700
41108,41108.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41109,41109.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41110,41110.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41111,41111.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41112,41112.jpg,"VELDE, Willem van de, the Younger",Oil on oak panel,painting,landscape,Dutch,1651-1700
41113,41113.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41114,41114.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41115,41115.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41116,41116.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41117,41117.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41118,41118.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41119,41119.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41120,41120.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41121,41121.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41122,41122.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41123,41123.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41124,41124.jpg,"VELDE, Willem van de, the Younger",Oil on oak panel,painting,landscape,Dutch,1651-1700
41125,41125.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41126,41126.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41127,41127.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41128,41128.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41129,41129.jpg,"VELDE, Willem van de, the Younger",Oil on panel,painting,landscape,Dutch,1651-1700
41130,41130.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41131,41131.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41132,41132.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,historical,Dutch,1651-1700
41133,41133.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,historical,Dutch,1651-1700
41134,41134.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41135,41135.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,landscape,Dutch,1651-1700
41136,41136.jpg,"VELDE, Willem van de, the Younger",Oil on canvas,painting,historical,Dutch,1651-1700
41139,41139.jpg,-,Engraving,graphics,religious,Netherlandish,1501-1550
41140,41140.jpg,-,Engraving,graphics,religious,Netherlandish,1501-1550
41141,41141.jpg,-,Etching,graphics,religious,Netherlandish,1501-1550
41142,41142.jpg,-,Oil on copper,painting,genre,Dutch,1601-1650
41143,41143.jpg,-,Oil on panel,painting,genre,Dutch,1601-1650
41144,41144.jpg,-,Oil on canvas,painting,portrait,Italian,1501-1550
41145,41145.jpg,-,Oil on canvas,painting,mythological,Italian,1501-1550
41146,41146.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,mythological,Dutch,1601-1650
41147,41147.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,landscape,Dutch,1601-1650
41148,41148.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,genre,Dutch,1601-1650
41149,41149.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,genre,Dutch,1601-1650
41150,41150.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,genre,Dutch,1601-1650
41151,41151.jpg,"VENNE, Adriaen Pietersz. van de",Oil on canvas,painting,mythological,Dutch,1601-1650
41152,41152.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,religious,Dutch,1601-1650
41153,41153.jpg,"VENNE, Adriaen Pietersz. van de",Oil on canvas,painting,genre,Dutch,1601-1650
41154,41154.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,landscape,Dutch,1601-1650
41155,41155.jpg,"VENNE, Adriaen Pietersz. van de",Oil on oak panel,painting,genre,Dutch,1601-1650
41156,41156.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,landscape,Dutch,1601-1650
41157,41157.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,genre,Dutch,1601-1650
41158,41158.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,genre,Dutch,1601-1650
41159,41159.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,genre,Dutch,1601-1650
41160,41160.jpg,"VENNE, Adriaen Pietersz. van de",Oil on oak,painting,landscape,Dutch,1601-1650
41161,41161.jpg,"VENNE, Adriaen Pietersz. van de",Oil on oak,painting,landscape,Dutch,1601-1650
41162,41162.jpg,"VENNE, Adriaen Pietersz. van de",Oil on oak,painting,genre,Dutch,1601-1650
41163,41163.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,genre,Dutch,1601-1650
41164,41164.jpg,"VENNE, Adriaen Pietersz. van de",Oil on panel,painting,landscape,Dutch,1601-1650
41165,41165.jpg,"VENNE, Adriaen Pietersz. van de",Engraving,graphics,other,Dutch,1601-1650
41166,41166.jpg,"VENNE, Adriaen Pietersz. van de",Engraving,graphics,other,Dutch,1601-1650
41167,41167.jpg,"VENNE, Adriaen Pietersz. van de",Engraving,graphics,other,Dutch,1601-1650
41168,41168.jpg,"VENNE, Adriaen Pietersz. van de",Engraving,graphics,other,Dutch,1601-1650
41169,41169.jpg,"VENNE, Adriaen Pietersz. van de",Engraving,graphics,other,Dutch,1601-1650
41170,41170.jpg,-,Oil on panel,painting,religious,Dutch,1601-1650
41171,41171.jpg,-,Oil on panel,painting,religious,Dutch,1601-1650
41172,41172.jpg,-,Oil on wood,painting,religious,Italian,1501-1550
41173,41173.jpg,-,Oil on canvas,painting,religious,Italian,1501-1550
41174,41174.jpg,-,Oil on panel,painting,historical,Dutch,1601-1650
41175,41175.jpg,-,Oil on oak panel,painting,landscape,Dutch,1601-1650
41176,41176.jpg,-,Oil on canvas,painting,still-life,Belgian,1801-1850
41177,41177.jpg,-,Oil on panel,painting,landscape,Belgian,1801-1850
41178,41178.jpg,-,Oil on canvas,painting,landscape,Dutch,1651-1700
41179,41179.jpg,-,Oil on canvas,painting,landscape,Dutch,1651-1700
41180,41180.jpg,-,Oil on canvas,painting,still-life,Flemish,1651-1700
41181,41181.jpg,-,Oil on canvas,painting,still-life,Flemish,1651-1700
41182,41182.jpg,-,Oil on canvas,painting,religious,Flemish,1651-1700
41183,41183.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,still-life,Flemish,1701-1750
41184,41184.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,still-life,Flemish,1701-1750
41185,41185.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,still-life,Flemish,1701-1750
41186,41186.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,still-life,Flemish,1701-1750
41187,41187.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,still-life,Flemish,1701-1750
41188,41188.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,still-life,Flemish,1701-1750
41189,41189.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,still-life,Flemish,1701-1750
41190,41190.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,still-life,Flemish,1701-1750
41191,41191.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,still-life,Flemish,1701-1750
41192,41192.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,still-life,Flemish,1701-1750
41193,41193.jpg,"VERBRUGGEN, Gaspar Peeter the Younger",Oil on canvas,painting,mythological,Flemish,1701-1750
41199,41199.jpg,-,Oil on panel,painting,landscape,Dutch,1651-1700
41200,41200.jpg,-,Oil on panel,painting,landscape,Dutch,1651-1700
41201,41201.jpg,-,Oil on panel,painting,landscape,Dutch,1651-1700
41202,41202.jpg,-,Oil on panel,painting,landscape,Dutch,1651-1700
41203,41203.jpg,-,Oil on canvas,painting,still-life,Dutch,1651-1700
41204,41204.jpg,-,Oil on canvas,painting,still-life,Dutch,1651-1700
41205,41205.jpg,-,Oil on canvas,painting,still-life,Dutch,1651-1700
41206,41206.jpg,-,Oil on canvas,painting,portrait,Dutch,1651-1700
41207,41207.jpg,-,Oil on canvas,painting,portrait,Dutch,1701-1750
41208,41208.jpg,-,Oil on canvas,painting,portrait,Dutch,1701-1750
41209,41209.jpg,-,Oil on panel,painting,genre,Dutch,1651-1700
41210,41210.jpg,-,Oil on canvas,painting,interior,Dutch,1651-1700
41211,41211.jpg,-,Oil on canvas,painting,still-life,Dutch,1651-1700
41212,41212.jpg,-,Oil on canvas,painting,still-life,Dutch,1651-1700
41213,41213.jpg,-,Oil on canvas,painting,portrait,Dutch,1701-1750
41214,41214.jpg,-,Oil on canvas,painting,portrait,Dutch,1701-1750
41215,41215.jpg,-,Oil on canvas,painting,portrait,Dutch,1701-1750
41216,41216.jpg,-,Oil on canvas,painting,landscape,Russian,1851-1900
41217,41217.jpg,-,Oil on canvas,painting,landscape,Russian,1851-1900
41218,41218.jpg,-,Oil on wood,painting,genre,Russian,1851-1900
41219,41219.jpg,-,Oil on canvas,painting,genre,Russian,1851-1900
41220,41220.jpg,-,Oil on canvas,painting,mythological,Russian,1851-1900
41221,41221.jpg,-,Oil on canvas,painting,historical,Russian,1851-1900
41222,41222.jpg,-,Oil on oak panel,painting,landscape,Flemish,1601-1650
41223,41223.jpg,-,Oil on panel,painting,landscape,Flemish,1601-1650
41224,41224.jpg,-,Pen,graphics,landscape,Flemish,1601-1650
41225,41225.jpg,-,Pen,graphics,landscape,Flemish,1601-1650
41226,41226.jpg,-,Pen,graphics,landscape,Flemish,1601-1650
41232,41232.jpg,-,Oil on canvas,painting,religious,Flemish,1751-1800
41233,41233.jpg,-,Oil on canvas,painting,religious,Flemish,1751-1800
41234,41234.jpg,-,Oil on panel,painting,landscape,Dutch,1801-1850
41235,41235.jpg,-,Oil on panel,painting,landscape,Dutch,1801-1850
41236,41236.jpg,-,Oil on panel,painting,genre,Dutch,1651-1700
41244,41244.jpg,"VERKOLJE, Johannes I",Oil on canvas,painting,genre,Dutch,1651-1700
41245,41245.jpg,"VERKOLJE, Johannes I",Oil on canvas,painting,genre,Dutch,1651-1700
41246,41246.jpg,"VERKOLJE, Johannes I",Oil on canvas,painting,genre,Dutch,1651-1700
41247,41247.jpg,"VERKOLJE, Johannes I",Oil on copper,painting,portrait,Dutch,1651-1700
41248,41248.jpg,"VERKOLJE, Johannes I",Oil on copper,painting,portrait,Dutch,1651-1700
41249,41249.jpg,"VERKOLJE, Johannes I",Oil on copper,painting,portrait,Dutch,1651-1700
41250,41250.jpg,"VERKOLJE, Johannes I",Oil on copper,painting,portrait,Dutch,1651-1700
41251,41251.jpg,"VERKOLJE, Johannes I",Pen and brown ink,graphics,portrait,Dutch,1651-1700
41252,41252.jpg,"VERKOLJE, Johannes I",-,graphics,genre,Dutch,1651-1700
41253,41253.jpg,"VERKOLJE, Johannes I",Pen and brown ink,graphics,genre,Dutch,1651-1700
41254,41254.jpg,"VERKOLJE, Johannes I",-,graphics,portrait,Dutch,1651-1700
41255,41255.jpg,"VERKOLJE, Johannes I",-,graphics,portrait,Dutch,1651-1700
41256,41256.jpg,"VERKOLJE, Johannes I",-,graphics,mythological,Dutch,1651-1700
41257,41257.jpg,-,Oil on canvas,painting,mythological,Dutch,1701-1750
41258,41258.jpg,-,Oil on panel,painting,mythological,Dutch,1701-1750
41259,41259.jpg,-,Oil on canvas,painting,landscape,Dutch,1651-1700
41260,41260.jpg,-,Oil on canvas,painting,landscape,Dutch,1651-1700
41261,41261.jpg,-,Oil on canvas,painting,still-life,Dutch,1651-1700
41262,41262.jpg,"VERMEER, Johannes",Oil on canvas,painting,religious,Dutch,1651-1700
41263,41263.jpg,"VERMEER, Johannes",Oil on canvas,painting,religious,Dutch,1651-1700
41264,41264.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41265,41265.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41266,41266.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41267,41267.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41268,41268.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41269,41269.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41270,41270.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41271,41271.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41272,41272.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41273,41273.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41274,41274.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41275,41275.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41276,41276.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41277,41277.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41278,41278.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41279,41279.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41280,41280.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41281,41281.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41282,41282.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41283,41283.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41284,41284.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41285,41285.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41286,41286.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41287,41287.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41288,41288.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41289,41289.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41290,41290.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41291,41291.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41292,41292.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41293,41293.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41294,41294.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41295,41295.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41296,41296.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41297,41297.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41298,41298.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41299,41299.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41300,41300.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41301,41301.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41302,41302.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41303,41303.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41304,41304.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41305,41305.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41306,41306.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41307,41307.jpg,"VERMEER, Johannes",Oil on canvas,painting,landscape,Dutch,1651-1700
41308,41308.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41309,41309.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41310,41310.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41311,41311.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41312,41312.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41313,41313.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41314,41314.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41315,41315.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41316,41316.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41317,41317.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41318,41318.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41319,41319.jpg,"VERMEER, Johannes",Oil on canvas,painting,portrait,Dutch,1651-1700
41320,41320.jpg,"VERMEER, Johannes",Oil on canvas,painting,portrait,Dutch,1651-1700
41321,41321.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41322,41322.jpg,"VERMEER, Johannes",Oil on canvas,painting,portrait,Dutch,1651-1700
41323,41323.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41324,41324.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41325,41325.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41326,41326.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41327,41327.jpg,"VERMEER, Johannes",Oil on canvas,painting,portrait,Dutch,1651-1700
41328,41328.jpg,"VERMEER, Johannes",Oil on canvas,painting,portrait,Dutch,1651-1700
41329,41329.jpg,"VERMEER, Johannes",Oil on canvas,painting,portrait,Dutch,1651-1700
41330,41330.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41331,41331.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41332,41332.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41333,41333.jpg,"VERMEER, Johannes",Oil on canvas,painting,portrait,Dutch,1651-1700
41334,41334.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41335,41335.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41336,41336.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41337,41337.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41338,41338.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41339,41339.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41340,41340.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41341,41341.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41342,41342.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41343,41343.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41344,41344.jpg,"VERMEER, Johannes",Oil on panel,painting,genre,Dutch,1651-1700
41345,41345.jpg,"VERMEER, Johannes",Oil on panel,painting,portrait,Dutch,1651-1700
41346,41346.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41347,41347.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41348,41348.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41349,41349.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41350,41350.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41351,41351.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41352,41352.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41353,41353.jpg,"VERMEER, Johannes",-,painting,genre,Dutch,1651-1700
41354,41354.jpg,"VERMEER, Johannes",-,painting,genre,Dutch,1651-1700
41355,41355.jpg,"VERMEER, Johannes",-,painting,genre,Dutch,1651-1700
41356,41356.jpg,"VERMEER, Johannes",-,painting,genre,Dutch,1651-1700
41357,41357.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41358,41358.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41359,41359.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41360,41360.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41361,41361.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41362,41362.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41363,41363.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41364,41364.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41365,41365.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41366,41366.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41367,41367.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41368,41368.jpg,"VERMEER, Johannes",Oil on canvas,painting,mythological,Dutch,1651-1700
41369,41369.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41370,41370.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41371,41371.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41372,41372.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41373,41373.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41374,41374.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41375,41375.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41376,41376.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41377,41377.jpg,"VERMEER, Johannes",Oil on canvas,painting,genre,Dutch,1651-1700
41378,41378.jpg,-,Oil on panel,painting,landscape,Dutch,1751-1800
41379,41379.jpg,-,Oil on panel,painting,landscape,Dutch,1751-1800
41380,41380.jpg,-,Oil on panel,painting,landscape,Dutch,1751-1800
41381,41381.jpg,-,Oil on panel,painting,still-life,Dutch,1651-1700
41382,41382.jpg,-,Oil on panel,painting,still-life,Dutch,1651-1700
41383,41383.jpg,"VERMEYEN, Jan Cornelisz.",Oil on panel,painting,portrait,Dutch,1501-1550
41384,41384.jpg,"VERMEYEN, Jan Cornelisz.",Oil on panel,painting,portrait,Dutch,1501-1550
41385,41385.jpg,"VERMEYEN, Jan Cornelisz.",Oil on panel,painting,religious,Dutch,1501-1550
41386,41386.jpg,"VERMEYEN, Jan Cornelisz.",Oil on panel,painting,religious,Dutch,1501-1550
41387,41387.jpg,"VERMEYEN, Jan Cornelisz.",Oil on panel,painting,religious,Dutch,1501-1550
41388,41388.jpg,"VERMEYEN, Jan Cornelisz.",Oil on panel,painting,religious,Dutch,1501-1550
41389,41389.jpg,"VERMEYEN, Jan Cornelisz.",Oil on panel,painting,religious,Dutch,1501-1550
41390,41390.jpg,"VERMEYEN, Jan Cornelisz.",Oil on panel,painting,portrait,Dutch,1501-1550
41391,41391.jpg,"VERMEYEN, Jan Cornelisz.",Oil on panel,painting,religious,Dutch,1501-1550
41392,41392.jpg,"VERMEYEN, Jan Cornelisz.",Oil on wood,painting,religious,Dutch,1501-1550
41393,41393.jpg,"VERMEYEN, Jan Cornelisz.",Oil on wood,painting,religious,Dutch,1501-1550
41394,41394.jpg,"VERMEYEN, Jan Cornelisz.",Wood,painting,portrait,Dutch,1501-1550
41395,41395.jpg,"VERMEYEN, Jan Cornelisz.",Etching,graphics,genre,Dutch,1501-1550
41396,41396.jpg,"VERMEYEN, Jan Cornelisz.",Etching,graphics,genre,Dutch,1501-1550
41397,41397.jpg,"VERMEYEN, Jan Cornelisz.",Pen and brown ink,graphics,study,Dutch,1501-1550
41398,41398.jpg,-,Oil on canvas,painting,mythological,Italian,1601-1650
41399,41399.jpg,-,-,painting,religious,Italian,1601-1650
41400,41400.jpg,-,Oil on canvas,painting,religious,Italian,1601-1650
41401,41401.jpg,-,Oil on panel,painting,historical,French,1751-1800
41402,41402.jpg,-,Oil on panel,painting,genre,French,1751-1800
41403,41403.jpg,-,Oil on canvas,painting,genre,French,1751-1800
41404,41404.jpg,-,Oil on canvas,painting,historical,French,1751-1800
41405,41405.jpg,-,Oil on canvas,painting,portrait,French,1751-1800
41406,41406.jpg,-,Oil on canvas,painting,portrait,French,1751-1800
41407,41407.jpg,-,Oil on canvas,painting,landscape,French,1751-1800
41408,41408.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41409,41409.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41410,41410.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41411,41411.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41412,41412.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41413,41413.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41414,41414.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41415,41415.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41416,41416.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41417,41417.jpg,"VERNET, Claude-Joseph",Oil on panel,painting,landscape,French,1751-1800
41418,41418.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41419,41419.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41420,41420.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
41421,41421.jpg,"VERNET, Claude-Joseph",Oil on canvas,painting,landscape,French,1751-1800
